date,USD,JPY,CHF,GBP,EUR
2022-05-10,1.0554,137.38,1.0479,0.85595,1.0
2022-05-11,1.0553,137.07,1.0446,0.85393,1.0
2022-05-12,1.0408,133.85,1.0377,0.85293,1.0
2022-05-13,1.0385,133.91,1.0385,0.85115,1.0
2022-05-16,1.0422,135.01,1.0479,0.85045,1.0
2022-05-17,1.0541,136.32,1.0457,0.844,1.0
2022-05-18,1.0523,135.76,1.0486,0.8467,1.0
2022-05-19,1.0525,134.46,1.0265,0.84728,1.0
2022-05-20,1.0577,135.34,1.028,0.8482,1.0
2022-05-23,1.0659,136.05,1.031,0.84783,1.0
2022-05-24,1.072,136.49,1.0334,0.8575,1.0
2022-05-25,1.0656,135.34,1.0269,0.85295,1.0
2022-05-26,1.0697,135.95,1.0283,0.85073,1.0
2022-05-27,1.0722,136.05,1.0258,0.84875,1.0
2022-05-30,1.0764,137.25,1.0327,0.8515,1.0
2022-05-31,1.0713,137.36,1.0281,0.85138,1.0
2022-06-01,1.0712,138.68,1.0305,0.85158,1.0
2022-06-02,1.0692,138.72,1.0264,0.85195,1.0
2022-06-03,1.073,139.59,1.0296,0.8542,1.0
2022-06-06,1.0726,140.16,1.032,0.85415,1.0
2022-06-07,1.0662,141.66,1.0423,0.85365,1.0
2022-06-08,1.0739,143.92,1.0486,0.85575,1.0
2022-06-09,1.0743,143.93,1.0495,0.85653,1.0
2022-06-10,1.0578,141.69,1.0404,0.85048,1.0
2022-06-13,1.0455,140.51,1.0375,0.8585,1.0
2022-06-14,1.0452,140.62,1.0394,0.86578,1.0
2022-06-15,1.0431,140.49,1.0435,0.86328,1.0
2022-06-16,1.04,138.24,1.0142,0.8555,1.0
2022-06-17,1.0486,141.21,1.0105,0.855,1.0
2022-06-20,1.0517,141.94,1.0162,0.85748,1.0
2022-06-21,1.055,143.75,1.0214,0.8601,1.0
2022-06-22,1.0521,143.11,1.0153,0.85885,1.0
2022-06-23,1.0493,142.11,1.013,0.85818,1.0
2022-06-24,1.0524,142.19,1.0072,0.85773,1.0
2022-06-27,1.0572,143.25,1.0143,0.862,1.0
2022-06-28,1.0561,143.67,1.0101,0.8635,1.0
2022-06-29,1.0517,143.53,1.0005,0.86461,1.0
2022-06-30,1.0387,141.54,0.996,0.8582,1.0
2022-07-01,1.0425,141.05,1.0027,0.86648,1.0
2022-07-04,1.0455,141.51,1.0037,0.8596,1.0
2022-07-05,1.029,139.77,0.9932,0.85845,1.0
2022-07-06,1.0177,137.71,0.9896,0.85676,1.0
2022-07-07,1.018,138.11,0.9906,0.85105,1.0
2022-07-08,1.0163,138.05,0.9913,0.84585,1.0
2022-07-11,1.0098,138.77,0.9908,0.8454,1.0
2022-07-12,1.0042,137.31,0.9883,0.84823,1.0
2022-07-13,1.0067,138.02,0.9829,0.84371,1.0
2022-07-14,1.0005,139.04,0.9841,0.8456,1.0
2022-07-15,1.0059,139.49,0.9849,0.84988,1.0
2022-07-18,1.0131,140.16,0.9911,0.84708,1.0
2022-07-19,1.0245,141.01,0.9918,0.85303,1.0
2022-07-20,1.0199,140.92,0.9896,0.85178,1.0
2022-07-21,1.0199,141.46,0.9924,0.85545,1.0
2022-07-22,1.019,139.51,0.9832,0.85141,1.0
2022-07-25,1.0236,139.84,0.9869,0.84813,1.0
2022-07-26,1.0124,138.35,0.9765,0.84558,1.0
2022-07-27,1.0152,138.89,0.9768,0.84138,1.0
2022-07-28,1.0122,137.26,0.9745,0.83586,1.0
2022-07-29,1.0198,136.42,0.9744,0.8399,1.0
2022-08-01,1.0233,135.38,0.9717,0.837,1.0
2022-08-02,1.0224,133.9,0.9744,0.83665,1.0
2022-08-03,1.0194,136.18,0.9773,0.83629,1.0
2022-08-04,1.0181,135.81,0.9765,0.84231,1.0
2022-08-05,1.0233,136.22,0.9776,0.84268,1.0
2022-08-08,1.0199,137.62,0.9763,0.84165,1.0
2022-08-09,1.0234,138.26,0.9763,0.8452,1.0
2022-08-10,1.0252,138.16,0.9713,0.84608,1.0
2022-08-11,1.0338,136.57,0.9712,0.84575,1.0
2022-08-12,1.0285,137.47,0.9689,0.84715,1.0
2022-08-15,1.0195,135.61,0.9631,0.84375,1.0
2022-08-16,1.0131,136.11,0.9625,0.84218,1.0
2022-08-17,1.0164,137.36,0.9686,0.84208,1.0
2022-08-18,1.0178,137.17,0.9683,0.84391,1.0
2022-08-19,1.0054,137.67,0.9616,0.84938,1.0
2022-08-22,1.0001,137.08,0.958,0.84658,1.0
2022-08-23,0.9927,136.34,0.9602,0.84343,1.0
2022-08-24,0.9934,135.74,0.9576,0.84283,1.0
2022-08-25,0.997,136.07,0.9616,0.84293,1.0
2022-08-26,1.0007,137.02,0.9642,0.8459,1.0
2022-08-29,0.9986,138.49,0.967,0.8542,1.0
2022-08-30,1.0034,138.71,0.9741,0.85645,1.0
2022-08-31,1.0,138.72,0.9796,0.86035,1.0
2022-09-01,1.0004,139.34,0.9802,0.86473,1.0
2022-09-02,0.9993,140.36,0.9839,0.86478,1.0
2022-09-05,0.992,139.47,0.9747,0.86358,1.0
2022-09-06,0.9928,140.91,0.9745,0.85743,1.0
2022-09-07,0.9885,143.2,0.975,0.8651,1.0
2022-09-08,1.0009,143.65,0.9739,0.86656,1.0
2022-09-09,1.0049,143.3,0.9657,0.8686,1.0
2022-09-12,1.0155,144.49,0.9667,0.86778,1.0
2022-09-13,1.0175,144.5,0.9669,0.86793,1.0
2022-09-14,0.999,143.08,0.9612,0.86498,1.0
2022-09-15,0.9992,143.43,0.9572,0.86934,1.0
2022-09-16,0.9954,142.53,0.9579,0.874,1.0
2022-09-19,0.999,143.42,0.9658,0.87785,1.0
2022-09-20,0.9986,143.34,0.9644,0.87395,1.0
2022-09-21,0.9906,142.66,0.9549,0.87335,1.0
2022-09-22,0.9884,139.18,0.9684,0.87256,1.0
2022-09-23,0.9754,139.43,0.9565,0.88201,1.0
2022-09-26,0.9646,139.07,0.9555,0.89404,1.0
2022-09-27,0.9644,139.28,0.9503,0.89275,1.0
2022-09-28,0.9565,138.39,0.9437,0.90268,1.0
2022-09-29,0.9706,140.46,0.9538,0.89485,1.0
2022-09-30,0.9748,141.01,0.9561,0.883,1.0
2022-10-03,0.9764,141.49,0.9658,0.8707,1.0
2022-10-04,0.9891,143.3,0.9767,0.87273,1.0
2022-10-05,0.9915,143.18,0.9756,0.8734,1.0
2022-10-06,0.986,142.68,0.9709,0.87583,1.0
2022-10-07,0.9797,141.92,0.97,0.87383,1.0
2022-10-10,0.9697,141.16,0.968,0.8773,1.0
2022-10-11,0.9723,141.54,0.9675,0.87703,1.0
2022-10-12,0.9706,142.34,0.9664,0.8784,1.0
2022-10-13,0.9739,142.94,0.9725,0.86513,1.0
2022-10-14,0.9717,143.63,0.9757,0.86823,1.0
2022-10-17,0.9739,145.0,0.9762,0.8625,1.0
2022-10-18,0.9835,146.65,0.9792,0.86928,1.0
2022-10-19,0.9778,146.34,0.981,0.86993,1.0
2022-10-20,0.9811,146.99,0.9836,0.87258,1.0
2022-10-21,0.973,147.59,0.9855,0.87728,1.0
2022-10-24,0.9851,146.76,0.9856,0.8707,1.0
2022-10-25,0.9861,146.84,0.9888,0.87143,1.0
2022-10-26,1.0023,147.32,0.9917,0.86603,1.0
2022-10-27,1.0037,147.37,0.9949,0.86745,1.0
2022-10-28,0.9951,146.79,0.992,0.8612,1.0
2022-10-31,0.9914,147.4,0.9925,0.86115,1.0
2022-11-01,0.9947,146.35,0.9878,0.86058,1.0
2022-11-02,0.9908,145.75,0.9861,0.861,1.0
2022-11-03,0.9753,144.58,0.9889,0.87228,1.0
2022-11-04,0.9872,145.19,0.9863,0.87478,1.0
2022-11-07,0.9993,146.18,0.9874,0.87135,1.0
2022-11-08,0.9996,146.25,0.9911,0.87378,1.0
2022-11-09,1.0039,146.82,0.988,0.87774,1.0
2022-11-10,0.9954,145.47,0.9834,0.87298,1.0
2022-11-11,1.0308,143.89,0.9844,0.87538,1.0
2022-11-14,1.0319,144.86,0.9751,0.87513,1.0
2022-11-15,1.0404,144.84,0.979,0.87455,1.0
2022-11-16,1.0412,145.29,0.9795,0.87483,1.0
2022-11-17,1.0319,144.8,0.9818,0.87475,1.0
2022-11-18,1.0366,145.12,0.9881,0.87063,1.0
2022-11-21,1.0246,145.33,0.9817,0.86793,1.0
2022-11-22,1.0274,145.2,0.9791,0.86358,1.0
2022-11-23,1.0325,145.75,0.9795,0.86369,1.0
2022-11-24,1.0413,143.9,0.9818,0.85933,1.0
2022-11-25,1.0375,144.62,0.9836,0.85885,1.0
2022-11-28,1.0463,144.9,0.9872,0.86606,1.0
2022-11-29,1.0366,143.36,0.9862,0.86218,1.0
2022-11-30,1.0376,144.28,0.9854,0.86488,1.0
2022-12-01,1.0454,142.48,0.9868,0.85715,1.0
2022-12-02,1.0538,141.32,0.9834,0.85855,1.0
2022-12-05,1.0587,143.07,0.9893,0.86085,1.0
2022-12-06,1.0516,143.33,0.9872,0.8617,1.0
2022-12-07,1.0529,144.44,0.9893,0.86408,1.0
2022-12-08,1.0519,143.75,0.9889,0.86258,1.0
2022-12-09,1.0559,143.3,0.9856,0.8595,1.0
2022-12-12,1.0562,144.86,0.9855,0.86006,1.0
2022-12-13,1.0545,144.85,0.9869,0.85753,1.0
2022-12-14,1.0649,143.68,0.9865,0.86118,1.0
2022-12-15,1.0621,145.07,0.9862,0.86194,1.0
2022-12-16,1.0619,145.53,0.9879,0.87233,1.0
2022-12-19,1.0598,144.65,0.9884,0.87118,1.0
2022-12-20,1.0599,140.58,0.9854,0.8753,1.0
2022-12-21,1.0636,140.29,0.9836,0.87651,1.0
2022-12-22,1.0633,140.42,0.9852,0.88243,1.0
2022-12-23,1.0622,140.86,0.9867,0.8803,1.0
2022-12-27,1.0624,141.68,0.9885,0.88333,1.0
2022-12-28,1.064,142.21,0.9863,0.88058,1.0
2022-12-29,1.0649,142.24,0.984,0.88549,1.0
2022-12-30,1.0666,140.66,0.9847,0.88693,1.0
2023-01-02,1.0683,139.62,0.9873,0.8863,1.0
2023-01-03,1.0545,137.93,0.9879,0.88048,1.0
2023-01-04,1.0599,138.74,0.9843,0.88076,1.0
2023-01-05,1.0601,140.95,0.9839,0.88303,1.0
2023-01-06,1.05,141.3,0.9864,0.88475,1.0
2023-01-09,1.0696,141.35,0.9865,0.88048,1.0
2023-01-10,1.0723,141.92,0.9908,0.8833,1.0
2023-01-11,1.0747,142.61,0.9967,0.88673,1.0
2023-01-12,1.0772,140.61,1.0056,0.8869,1.0
2023-01-13,1.0814,139.02,1.0051,0.888,1.0
2023-01-16,1.0812,138.92,1.0026,0.88758,1.0
2023-01-17,1.0843,139.5,0.9998,0.88595,1.0
2023-01-18,1.0839,139.79,0.9906,0.8753,1.0
2023-01-19,1.0815,139.02,0.9921,0.87648,1.0
2023-01-20,1.0826,140.86,0.9962,0.876,1.0
2023-01-23,1.0871,141.65,1.0013,0.8797,1.0
2023-01-24,1.0858,141.47,1.0053,0.88368,1.0
2023-01-25,1.0878,141.17,1.002,0.88248,1.0
2023-01-26,1.0895,141.38,1.0002,0.87945,1.0
2023-01-27,1.0865,141.1,1.0017,0.87885,1.0
2023-01-30,1.0903,141.79,1.0045,0.87978,1.0
2023-01-31,1.0833,141.27,1.0032,0.88073,1.0
2023-02-01,1.0894,141.37,0.998,0.88413,1.0
2023-02-02,1.0988,141.12,0.9992,0.89289,1.0
2023-02-03,1.0937,140.45,0.9989,0.8925,1.0
2023-02-06,1.0776,142.41,0.9964,0.89278,1.0
2023-02-07,1.07,141.3,0.9906,0.89338,1.0
2023-02-08,1.0735,140.81,0.9881,0.888,1.0
2023-02-09,1.0771,140.8,0.989,0.88515,1.0
2023-02-10,1.069,139.88,0.9872,0.88348,1.0
2023-02-13,1.0686,141.65,0.9849,0.88281,1.0
2023-02-14,1.0759,142.14,0.987,0.88125,1.0
2023-02-15,1.07,143.05,0.9885,0.88825,1.0
2023-02-16,1.07,143.31,0.9873,0.88883,1.0
2023-02-17,1.0625,143.18,0.9896,0.88888,1.0
2023-02-20,1.0674,143.09,0.9861,0.88738,1.0
2023-02-21,1.0664,143.76,0.9853,0.87925,1.0
2023-02-22,1.0644,143.24,0.987,0.87945,1.0
2023-02-23,1.0616,143.32,0.9892,0.8814,1.0
2023-02-24,1.057,143.55,0.9898,0.88245,1.0
2023-02-27,1.0554,143.88,0.9929,0.88073,1.0
2023-02-28,1.0619,145.23,0.9947,0.87701,1.0
2023-03-01,1.0684,144.82,0.9997,0.88574,1.0
2023-03-02,1.0605,145.07,0.9988,0.88785,1.0
2023-03-03,1.0615,144.55,0.9958,0.8853,1.0
2023-03-06,1.0646,144.64,0.9947,0.8863,1.0
2023-03-07,1.0665,145.21,0.9959,0.88968,1.0
2023-03-08,1.0545,144.7,0.9931,0.89074,1.0
2023-03-09,1.0554,143.82,0.9911,0.88814,1.0
2023-03-10,1.0586,144.7,0.9824,0.88258,1.0
2023-03-13,1.0706,141.96,0.975,0.8837,1.0
2023-03-14,1.0737,144.09,0.9784,0.88054,1.0
2023-03-15,1.0549,139.51,0.9727,0.87243,1.0
2023-03-16,1.0595,140.18,0.982,0.8782,1.0
2023-03-17,1.0623,140.57,0.9858,0.87488,1.0
2023-03-20,1.0717,140.77,0.9928,0.8756,1.0
2023-03-21,1.0776,142.63,0.997,0.88033,1.0
2023-03-22,1.0785,143.13,0.996,0.87925,1.0
2023-03-23,1.0879,142.87,0.9969,0.88523,1.0
2023-03-24,1.0745,139.85,0.9874,0.8794,1.0
2023-03-27,1.0773,141.64,0.9875,0.87818,1.0
2023-03-28,1.0841,141.69,0.9947,0.87938,1.0
2023-03-29,1.0847,143.58,0.9973,0.87988,1.0
2023-03-30,1.0886,144.42,0.9963,0.88164,1.0
2023-03-31,1.0875,144.83,0.9968,0.8792,1.0
2023-04-03,1.087,144.51,0.9949,0.8779,1.0
2023-04-04,1.0901,144.94,0.9954,0.87333,1.0
2023-04-05,1.094,143.74,0.9901,0.87685,1.0
2023-04-06,1.0915,143.49,0.9878,0.87495,1.0
2023-04-11,1.0905,145.28,0.9868,0.87738,1.0
2023-04-12,1.0922,146.09,0.9853,0.88038,1.0
2023-04-13,1.1015,146.81,0.9804,0.88058,1.0
2023-04-14,1.1057,146.6,0.9827,0.8844,1.0
2023-04-17,1.0981,146.97,0.9812,0.88373,1.0
2023-04-18,1.0972,146.89,0.9831,0.88143,1.0
2023-04-19,1.0933,147.24,0.9828,0.88108,1.0
2023-04-20,1.0944,147.46,0.981,0.88153,1.0
2023-04-21,1.0978,146.92,0.9795,0.8857,1.0
2023-04-24,1.1002,148.17,0.98,0.88463,1.0
2023-04-25,1.1022,147.91,0.9786,0.88645,1.0
2023-04-26,1.1039,147.67,0.9824,0.8856,1.0
2023-04-27,1.1042,147.16,0.9862,0.88428,1.0
2023-04-28,1.0981,149.35,0.9839,0.8805,1.0
2023-05-02,1.0965,150.7,0.9841,0.87868,1.0
2023-05-03,1.1043,149.66,0.9809,0.88265,1.0
2023-05-04,1.1074,148.92,0.9802,0.88015,1.0
2023-05-05,1.1014,147.8,0.9828,0.87378,1.0
2023-05-08,1.1037,149.15,0.9813,0.87228,1.0
2023-05-09,1.0959,147.97,0.9788,0.8699,1.0
2023-05-10,1.095,148.18,0.9771,0.86813,1.0
2023-05-11,1.093,146.54,0.9758,0.86795,1.0
2023-05-12,1.0892,147.02,0.9744,0.8702,1.0
2023-05-15,1.0876,148.15,0.9747,0.86943,1.0
2023-05-16,1.0881,147.89,0.9732,0.86938,1.0
2023-05-17,1.0829,148.31,0.9746,0.86895,1.0
2023-05-18,1.0813,149.08,0.9735,0.8689,1.0
2023-05-19,1.0808,149.55,0.9738,0.8684,1.0
2023-05-22,1.0822,149.64,0.97,0.86846,1.0
2023-05-23,1.0779,149.2,0.9718,0.86993,1.0
2023-05-24,1.0785,149.3,0.9732,0.86993,1.0
2023-05-25,1.0735,149.63,0.9708,0.86793,1.0
2023-05-26,1.0751,150.24,0.9707,0.86813,1.0
2023-05-29,1.0715,150.29,0.9683,0.86805,1.0
2023-05-30,1.0744,150.01,0.969,0.86365,1.0
2023-05-31,1.0683,149.13,0.9724,0.86405,1.0
2023-06-01,1.0697,149.25,0.9732,0.85823,1.0
2023-06-02,1.0763,149.46,0.9758,0.8593,1.0
2023-06-05,1.069,149.96,0.9732,0.86323,1.0
2023-06-06,1.0683,149.09,0.9698,0.86103,1.0
2023-06-07,1.0717,149.42,0.9704,0.8597,1.0
2023-06-08,1.0737,149.98,0.9751,0.86113,1.0
2023-06-09,1.078,150.24,0.9716,0.85795,1.0
2023-06-12,1.0765,150.03,0.9751,0.85678,1.0
2023-06-13,1.0793,150.62,0.9784,0.8585,1.0
2023-06-14,1.0809,151.21,0.9751,0.85455,1.0
2023-06-15,1.0819,152.86,0.9761,0.85555,1.0
2023-06-16,1.0966,154.65,0.977,0.85428,1.0
2023-06-19,1.0922,154.94,0.9772,0.85268,1.0
2023-06-20,1.0933,154.51,0.9808,0.85705,1.0
2023-06-21,1.0923,154.89,0.9803,0.85828,1.0
2023-06-22,1.0985,156.05,0.9825,0.86115,1.0
2023-06-23,1.0884,155.84,0.9773,0.85479,1.0
2023-06-26,1.0918,156.41,0.9737,0.85878,1.0
2023-06-27,1.0951,157.14,0.9789,0.8599,1.0
2023-06-28,1.0938,157.82,0.9822,0.8642,1.0
2023-06-29,1.0938,157.74,0.9783,0.864,1.0
2023-06-30,1.0866,157.16,0.9788,0.85828,1.0
2023-07-03,1.0899,157.81,0.98,0.8598,1.0
2023-07-04,1.0895,157.34,0.9762,0.85673,1.0
2023-07-05,1.0879,157.26,0.9782,0.85685,1.0
2023-07-06,1.0899,156.57,0.9757,0.8531,1.0
2023-07-07,1.0888,156.01,0.9754,0.85298,1.0
2023-07-10,1.0956,155.73,0.9753,0.85733,1.0
2023-07-11,1.0989,154.27,0.9693,0.8511,1.0
2023-07-12,1.1022,153.84,0.9683,0.85378,1.0
2023-07-13,1.1182,154.84,0.9644,0.85553,1.0
2023-07-14,1.1221,155.51,0.9649,0.8559,1.0
2023-07-17,1.123,155.38,0.9652,0.85873,1.0
2023-07-18,1.1255,155.4,0.9647,0.85838,1.0
2023-07-19,1.1222,156.76,0.9628,0.86918,1.0
2023-07-20,1.1197,156.35,0.9635,0.8692,1.0
2023-07-21,1.1123,157.63,0.963,0.86706,1.0
2023-07-24,1.1096,156.47,0.9595,0.8635,1.0
2023-07-25,1.1051,156.18,0.9598,0.86148,1.0
2023-07-26,1.1059,155.3,0.9549,0.85695,1.0
2023-07-27,1.1125,155.95,0.9542,0.85885,1.0
2023-07-28,1.101,153.35,0.9554,0.8556,1.0
2023-07-31,1.1023,156.73,0.9619,0.85765,1.0
2023-08-01,1.097,156.85,0.961,0.85865,1.0
2023-08-02,1.0985,156.88,0.9642,0.86038,1.0
2023-08-03,1.0932,156.24,0.9579,0.86468,1.0
2023-08-04,1.0946,156.11,0.9598,0.86193,1.0
2023-08-07,1.0984,156.21,0.9625,0.86163,1.0
2023-08-08,1.0944,156.55,0.96,0.86158,1.0
2023-08-09,1.0968,157.35,0.9627,0.8618,1.0
2023-08-10,1.1019,158.43,0.9618,0.86313,1.0
2023-08-11,1.1004,158.97,0.9617,0.86415,1.0
2023-08-14,1.093,158.68,0.9608,0.86215,1.0
2023-08-15,1.0926,159.04,0.9586,0.85955,1.0
2023-08-16,1.0916,159.07,0.9605,0.85645,1.0
2023-08-17,1.09,158.88,0.9555,0.85395,1.0
2023-08-18,1.0867,158.11,0.9571,0.85493,1.0
2023-08-21,1.0908,159.15,0.9588,0.85475,1.0
2023-08-22,1.0887,158.7,0.9565,0.85288,1.0
2023-08-23,1.0805,157.28,0.9524,0.85653,1.0
2023-08-24,1.084,157.96,0.9562,0.8565,1.0
2023-08-25,1.0808,157.75,0.9564,0.85643,1.0
2023-08-28,1.0808,158.35,0.9559,0.85815,1.0
2023-08-29,1.0803,158.93,0.9558,0.8586,1.0
2023-08-30,1.0886,159.15,0.9568,0.8592,1.0
2023-08-31,1.0868,158.49,0.9584,0.85718,1.0
2023-09-01,1.0844,157.47,0.9574,0.85538,1.0
2023-09-04,1.0801,158.11,0.9548,0.8555,1.0
2023-09-05,1.0731,158.2,0.9548,0.85535,1.0
2023-09-06,1.0745,158.18,0.9561,0.85503,1.0
2023-09-07,1.071,157.7,0.9557,0.859,1.0
2023-09-08,1.0704,157.84,0.9543,0.85735,1.0
2023-09-11,1.0724,157.16,0.956,0.8565,1.0
2023-09-12,1.0713,157.42,0.9561,0.85925,1.0
2023-09-13,1.0733,158.28,0.9589,0.8609,1.0
2023-09-14,1.073,158.13,0.9588,0.85995,1.0
2023-09-15,1.0658,157.5,0.9554,0.85878,1.0
2023-09-18,1.0663,157.44,0.9564,0.86141,1.0
2023-09-19,1.0713,158.2,0.9595,0.86263,1.0
2023-09-20,1.0702,158.28,0.9601,0.8653,1.0
2023-09-21,1.0635,157.34,0.9628,0.86713,1.0
2023-09-22,1.0647,157.87,0.965,0.86795,1.0
2023-09-25,1.0633,158.08,0.9676,0.86965,1.0
2023-09-26,1.0605,157.87,0.9675,0.8702,1.0
2023-09-27,1.0536,157.2,0.968,0.8681,1.0
2023-09-28,1.0539,157.33,0.9678,0.86333,1.0
2023-09-29,1.0594,158.1,0.9669,0.86458,1.0
2023-10-02,1.053,157.67,0.9634,0.86628,1.0
2023-10-03,1.0469,157.01,0.966,0.86775,1.0
2023-10-04,1.0497,156.48,0.9634,0.86588,1.0
2023-10-05,1.0526,156.71,0.9625,0.86605,1.0
2023-10-06,1.0563,157.47,0.9629,0.8651,1.0
2023-10-09,1.0531,157.06,0.9581,0.8652,1.0
2023-10-10,1.0582,157.71,0.9589,0.8639,1.0
2023-10-11,1.0604,157.87,0.9576,0.86265,1.0
2023-10-12,1.0619,158.35,0.9566,0.8626,1.0
2023-10-13,1.0524,157.44,0.9546,0.86415,1.0
2023-10-16,1.0538,157.54,0.9505,0.86545,1.0
2023-10-17,1.0569,158.03,0.9517,0.8682,1.0
2023-10-18,1.0565,158.1,0.9492,0.8661,1.0
2023-10-19,1.0558,158.21,0.947,0.87098,1.0
2023-10-20,1.0591,158.8,0.9442,0.87213,1.0
2023-10-23,1.0597,158.91,0.9461,0.87153,1.0
2023-10-24,1.0632,159.26,0.9501,0.87025,1.0
2023-10-25,1.0576,158.55,0.9474,0.8724,1.0
2023-10-26,1.054,158.48,0.9466,0.8717,1.0
2023-10-27,1.0541,158.08,0.9502,0.87023,1.0
2023-10-30,1.0605,158.8,0.9564,0.87345,1.0
2023-10-31,1.0619,160.3,0.9607,0.87366,1.0
2023-11-01,1.0537,159.33,0.9572,0.86945,1.0
2023-11-02,1.0661,159.89,0.9622,0.87305,1.0
2023-11-03,1.0702,159.87,0.9625,0.86983,1.0
2023-11-06,1.0741,160.87,0.9646,0.8664,1.0
2023-11-07,1.0686,160.77,0.9626,0.86855,1.0
2023-11-08,1.0671,160.97,0.9599,0.87015,1.0
2023-11-09,1.0691,161.57,0.9637,0.87205,1.0
2023-11-10,1.0683,161.77,0.9636,0.87435,1.0
2023-11-13,1.067,161.96,0.9656,0.87155,1.0
2023-11-14,1.0724,162.67,0.9668,0.8723,1.0
2023-11-15,1.0868,163.39,0.964,0.87188,1.0
2023-11-16,1.0849,164.05,0.9651,0.8752,1.0
2023-11-17,1.0872,162.29,0.9643,0.87395,1.0
2023-11-20,1.0928,162.12,0.9665,0.8763,1.0
2023-11-21,1.0955,161.61,0.9673,0.87326,1.0
2023-11-22,1.0911,162.25,0.964,0.8703,1.0
2023-11-23,1.09,162.98,0.9644,0.8694,1.0
2023-11-24,1.0916,163.3,0.964,0.86818,1.0
2023-11-27,1.0951,162.86,0.964,0.86671,1.0
2023-11-28,1.0949,162.74,0.9645,0.8682,1.0
2023-11-29,1.0985,162.12,0.9628,0.86525,1.0
2023-11-30,1.0931,161.19,0.9562,0.86368,1.0
2023-12-01,1.0875,161.14,0.953,0.86045,1.0
2023-12-04,1.0868,159.47,0.9476,0.8579,1.0
2023-12-05,1.0817,159.13,0.9456,0.85723,1.0
2023-12-06,1.0778,158.7,0.9429,0.8561,1.0
2023-12-07,1.0771,156.18,0.9446,0.8575,1.0
2023-12-08,1.0777,155.53,0.9438,0.8569,1.0
2023-12-11,1.0757,157.54,0.9478,0.8558,1.0
2023-12-12,1.0804,156.84,0.9443,0.85928,1.0
2023-12-13,1.0787,157.13,0.9452,0.8612,1.0
2023-12-14,1.0919,154.8,0.949,0.85955,1.0
2023-12-15,1.0946,155.15,0.9488,0.85833,1.0
2023-12-18,1.0918,155.95,0.948,0.86263,1.0
2023-12-19,1.0962,158.2,0.947,0.86095,1.0
2023-12-20,1.0944,157.12,0.946,0.86555,1.0
2023-12-21,1.0983,156.79,0.9432,0.86805,1.0
2023-12-22,1.1023,156.66,0.9417,0.8666,1.0
2023-12-27,1.1065,157.81,0.9438,0.8683,1.0
2023-12-28,1.1114,156.57,0.9302,0.8706,1.0
2023-12-29,1.105,156.33,0.926,0.86905,1.0
2024-01-02,1.0956,155.68,0.9305,0.86645,1.0
2024-01-03,1.0919,156.16,0.9322,0.8647,1.0
2024-01-04,1.0953,157.91,0.9313,0.86278,1.0
2024-01-05,1.0921,158.57,0.932,0.8621,1.0
2024-01-08,1.0946,158.19,0.9308,0.8615,1.0
2024-01-09,1.094,157.63,0.9313,0.85938,1.0
2024-01-10,1.0946,159.03,0.9336,0.86023,1.0
2024-01-11,1.0987,159.71,0.9338,0.86145,1.0
2024-01-12,1.0942,159.17,0.935,0.8595,1.0
2024-01-15,1.0945,159.67,0.9351,0.86075,1.0
2024-01-16,1.0882,159.64,0.9361,0.86078,1.0
2024-01-17,1.0877,160.65,0.9406,0.85818,1.0
2024-01-18,1.0875,160.89,0.9432,0.85773,1.0
2024-01-19,1.0887,161.17,0.9459,0.85825,1.0
2024-01-22,1.089,160.95,0.9458,0.85575,1.0
2024-01-23,1.0872,160.88,0.9446,0.85493,1.0
2024-01-24,1.0905,160.46,0.9415,0.85543,1.0
2024-01-25,1.0893,160.81,0.942,0.85538,1.0
2024-01-26,1.0871,160.62,0.9396,0.85368,1.0
2024-01-29,1.0823,160.13,0.9339,0.8525,1.0
2024-01-30,1.0846,159.97,0.9365,0.85628,1.0
2024-01-31,1.0837,160.19,0.9348,0.85435,1.0
2024-02-01,1.0814,158.96,0.9336,0.85353,1.0
2024-02-02,1.0883,159.58,0.9315,0.85263,1.0
2024-02-05,1.0746,159.72,0.9347,0.85595,1.0
2024-02-06,1.0743,159.56,0.9366,0.8546,1.0
2024-02-07,1.0776,159.71,0.9393,0.85305,1.0
2024-02-08,1.0758,160.55,0.9409,0.85378,1.0
2024-02-09,1.0772,161.0,0.9432,0.8544,1.0
2024-02-12,1.0773,160.51,0.943,0.85391,1.0
2024-02-13,1.0793,161.17,0.9481,0.85098,1.0
2024-02-14,1.0713,161.28,0.9493,0.85258,1.0
2024-02-15,1.0743,161.26,0.9484,0.85635,1.0
2024-02-16,1.0768,161.88,0.9491,0.85605,1.0
2024-02-19,1.0776,161.59,0.9492,0.85448,1.0
2024-02-20,1.0802,162.18,0.9526,0.8566,1.0
2024-02-21,1.0809,162.12,0.951,0.85619,1.0
2024-02-22,1.0844,163.12,0.9535,0.85625,1.0
2024-02-23,1.0834,162.91,0.9522,0.8534,1.0
2024-02-26,1.0852,163.38,0.9546,0.85495,1.0
2024-02-27,1.0856,163.04,0.9544,0.8562,1.0
2024-02-28,1.0808,162.87,0.952,0.85548,1.0
2024-02-29,1.0826,162.53,0.9534,0.85655,1.0
2024-03-01,1.0813,162.82,0.9582,0.85588,1.0
2024-03-04,1.0846,163.22,0.9604,0.85583,1.0
2024-03-05,1.0849,163.01,0.9609,0.85543,1.0
